1	4	3680	74	26	5	4	4	4	3	0
22441	4	3576	87	611224	18074	4	93990	93983	5123	374
22501	3	3616	75	612829	18149	4	94239	94232	5135	375
22561	4	3616	87	614507	18225	4	94491	94484	5150	376
22621	4	3600	87	616205	18304	4	94742	94735	5164	377
22681	3	3592	75	617880	18379	4	94994	94987	5178	378
22741	4	3600	87	619457	18451	4	95247	95240	5192	379
22801	4	3616	87	621069	18522	4	95499	95492	5206	380
22861	4	3592	87	622758	18600	4	95751	95744	5221	381
22921	4	3592	87	624415	18676	4	96004	95997	5234	382
22981	4	3600	87	626077	18753	4	96252	96245	5248	383
23041	4	3624	87	627749	18830	4	96505	96498	5262	384
23101	3	3600	75	629383	18905	4	96752	96745	5276	385
23161	3	3448	114	630932	18969	4	97000	96993	5289	386
23221	3	3472	114	632548	18996	4	97253	97246	5303	387
23281	4	3440	126	634253	19024	4	97508	97501	5316	388
23341	4	3400	126	635881	19051	4	97757	97750	5330	389
23401	4	3416	126	637484	19078	4	98006	97999	5344	390
23461	4	3424	126	639113	19105	4	98257	98250	5356	391
23521	4	3424	126	640761	19132	4	98505	98498	5370	392
23581	4	3584	87	642404	19205	4	98759	98752	5385	393
23641	4	3576	87	644138	19285	4	99012	99005	5399	394
23701	3	3568	75	645732	19357	4	99263	99256	5412	395
23761	4	3432	126	647261	19383	4	99510	99503	5426	396
23821	4	3424	126	648832	19409	4	99760	99753	5439	397
23881	4	3416	126	650581	19438	4	100013	100006	5453	398
23941	4	3448	126	652226	19465	4	100262	100255	5467	399
24001	4	3464	126	653908	19493	4	100513	100506	5481	400
24061	4	3440	126	655512	19519	4	100762	100755	5493	401
24121	4	3600	87	657164	19582	4	101012	101005	5507	402
24181	4	3592	87	658781	19656	4	101260	101253	5520	403
24241	4	3600	87	660464	19732	4	101512	101505	5535	404
24301	4	3424	126	662106	19792	4	101766	101759	5549	405
24361	4	3576	87	663711	19864	4	102016	102009	5562	406
24421	3	3600	75	665339	19939	4	102270	102263	5576	407
24481	4	3576	87	666990	20016	4	102522	102515	5589	408
24541	4	3584	87	668595	20091	4	102774	102767	5602	409
24601	4	3536	87	670246	20167	4	103025	103017	5616	410
24661	2	3592	63	671869	20242	4	103277	103270	5627	411
24721	4	3616	87	673539	20319	4	103532	103525	5642	412
24781	4	3600	87	675150	20394	4	103785	103778	5655	413
24841	4	3600	87	676827	20470	4	104035	104028	5670	414
24901	4	3600	87	678457	20544	4	104287	104280	5684	415
24961	4	3568	87	680131	20622	4	104539	104532	5698	416
25021	3	3576	75	681738	20697	4	104789	104782	5710	417
25081	4	3464	126	683344	20747	4	105042	105035	5725	418
25141	3	3408	114	684930	20773	4	105291	105284	5737	419
25201	4	3432	126	686505	20799	4	105539	105532	5750	420
25261	3	3408	114	688087	20825	4	105790	105783	5764	421
25321	3	3456	114	689777	20853	4	106043	106036	5779	422
25381	4	3424	126	691409	20880	4	106297	106290	5794	423
25441	4	3440	126	693037	20907	4	106547	106540	5807	424
25501	4	3424	126	694668	20934	4	106796	106789	5819	425
25561	4	3464	126	696366	20971	4	107050	107043	5834	426
25621	4	3456	126	697992	20998	4	107304	107297	5847	427
25681	4	3416	126	699629	21025	4	107555	107548	5860	428
25741	2	3616	63	701299	21067	4	107807	107800	5872	429
25801	4	3576	87	702903	21141	4	108057	108050	5886	430
25861	4	3440	126	704572	21216	4	108308	108301	5901	431
25921	4	3440	126	706141	21242	4	108559	108552	5914	432
25981	4	3440	126	707821	21270	4	108810	108803	5928	433
26041	3	3432	114	709407	21296	4	109062	109055	5942	434
26101	4	3440	126	711032	21323	4	109307	109300	5956	435
26161	4	3424	126	712618	21349	4	109556	109549	5969	436
26221	4	3424	126	714269	21376	4	109811	109804	5983	437
26281	4	3584	87	715816	21446	4	110064	110057	5995	438
26341	3	3560	75	717519	21526	4	110317	110310	6009	439
26401	4	3576	87	719079	21598	4	110566	110559	6022	440
26461	4	3608	87	720720	21673	4	110821	110814	6037	441
26521	4	3408	126	722254	21743	4	111074	111067	6050	442
26581	3	3440	114	723888	21770	4	111323	111316	6062	443
26641	4	3592	87	725625	21802	4	111574	111567	6078	444
26701	4	3560	87	727209	21864	4	111822	111815	6091	445
26761	4	3576	87	728774	21936	4	112070	112063	6104	446
26821	3	3416	114	730426	21964	4	112319	112312	6118	447
26881	4	3592	87	732139	22015	4	112569	112562	6133	448
26941	3	3600	75	733790	22092	4	112821	112814	6147	449
27001	4	3592	87	735377	22166	4	113074	113067	6161	450
27061	4	3616	87	737018	22242	4	113324	113317	6174	451
27121	4	3608	87	738579	22314	4	113575	113568	6187	452
27181	4	3440	126	740243	22342	4	113829	113822	6201	453
27241	4	3584	87	741863	22404	4	114077	114070	6215	454
27301	3	3576	75	743536	22482	4	114327	114320	6229	455
27361	4	3568	87	745133	22554	4	114578	114571	6243	456
27421	4	3592	87	746746	22628	4	114828	114821	6256	457
27481	4	3624	87	748419	22706	4	115082	115075	6271	458
27541	4	3592	87	750090	22784	4	115328	115321	6284	459
27601	3	3584	75	751773	22862	4	115582	115575	6298	460
27661	3	3584	75	753419	22938	4	115832	115825	6312	461
27721	4	3592	87	755022	23012	4	116083	116076	6326	462
27781	4	3568	87	756587	23084	4	116333	116326	6339	463
27841	4	3592	87	758274	23162	4	116587	116580	6354	464
27901	3	3600	75	759893	23236	4	116835	116828	6367	465
27961	4	3592	87	761519	23311	4	117083	117076	6381	466
28021	4	3576	87	763180	23387	4	117336	117329	6396	467
28081	4	3592	87	764772	23461	4	117584	117577	6408	468
28141	3	3592	75	766356	23533	4	117835	117828	6421	469
28201	3	3608	75	767970	23606	4	118084	118077	6433	470
28261	4	3600	87	769597	23680	4	118335	118328	6447	471
28321	4	3600	87	771147	23750	4	118586	118579	6461	472
28381	4	3432	126	772751	23821	4	118841	118834	6475	473
28441	4	3456	126	774390	23848	4	119091	119084	6488	474
28501	4	3448	126	775971	23874	4	119346	119339	6502	475
28561	4	3576	87	777676	23913	4	119600	119593	6516	476
28621	4	3592	87	779242	23984	4	119851	119844	6529	477
28681	4	3608	87	780873	24058	4	120101	120094	6542	478
28741	3	3624	75	782471	24132	4	120349	120342	6555	479
28801	4	3624	87	784134	24208	4	120598	120590	6569	480
28861	3	3616	75	785781	24283	4	120848	120840	6582	481
28921	4	3584	87	787397	24358	4	121097	121089	6596	482
28981	3	3584	75	789005	24432	4	121351	121343	6609	483
29041	4	3608	87	790674	24509	3	121605	121596	6623	484
29101	4	3592	87	792300	24585	4	121854	121846	6637	485
29161	3	3416	114	793931	24613	4	122103	122095	6650	486
29221	3	3424	114	795605	24641	4	122356	122348	6664	487
29281	3	3608	75	797168	24682	4	122608	122600	6677	488
29341	4	3424	126	798775	24724	4	122859	122851	6690	489
29401	4	3616	87	800457	24792	4	123110	123102	6703	490
29461	3	3456	114	802094	24820	4	123358	123350	6717	491
29521	4	3416	126	803622	24845	4	123607	123599	6730	492
29581	4	3456	126	805264	24872	4	123857	123849	6742	493
29641	4	3456	126	806897	24899	4	124107	124099	6755	494
29701	4	3456	126	808493	24925	4	124356	124348	6769	495
29761	4	3432	126	810134	24952	4	124609	124601	6782	496
29821	3	3608	75	811826	25016	4	124858	124850	6796	497
29881	4	3616	87	813514	25094	4	125114	125106	6810	498
29941	4	3616	87	815178	25171	4	125363	125355	6824	499
30001	4	3616	87	816829	25247	4	125614	125606	6837	500
30061	4	3568	87	818543	25327	4	125872	125864	6851	501
30121	4	3576	87	820203	25401	4	126125	126117	6865	502
30181	4	3560	87	821867	25478	4	126378	126370	6879	503
30241	3	3576	75	823506	25553	4	126631	126623	6891	504
30301	4	3568	87	825178	25629	4	126884	126876	6906	505
30361	4	3592	87	826888	25707	4	127135	127127	6920	506
30421	4	3600	87	828476	25778	4	127381	127373	6932	507
30481	3	3416	114	830127	25806	4	127635	127626	6946	508
30541	3	3456	114	831759	25833	4	127884	127875	6960	509
30601	4	3432	126	833437	25861	4	128136	128127	6975	510
30661	4	3424	126	835026	25887	4	128387	128378	6988	511
30721	4	3576	87	836636	25954	4	128637	128628	7002	512
30781	4	3592	87	838284	26029	4	128886	128877	7016	513
30841	4	3576	87	839923	26104	4	129139	129130	7029	514
30901	4	3584	87	841552	26179	4	129390	129381	7042	515
30961	2	3600	63	843201	26253	4	129640	129631	7055	516
31021	4	3592	87	844817	26327	4	129889	129880	7069	517
31081	4	3632	87	846452	26402	4	130141	130132	7084	518
31141	4	3608	87	848043	26476	4	130395	130386	7097	519
31201	4	3584	87	849681	26550	4	130642	130633	7111	520
31261	4	3568	87	851279	26624	4	130893	130884	7123	521
31321	4	3568	87	852959	26701	4	131147	131138	7137	522
31381	4	3560	87	854591	26777	4	131398	131389	7151	523
31441	4	3560	87	856188	26851	4	131646	131637	7164	524
31501	4	3592	87	857852	26928	4	131897	131888	7178	525
31561	4	3432	126	859436	26983	4	132148	132139	7192	526
31621	4	3592	87	861114	27021	4	132399	132390	7206	527
31681	3	3440	114	862777	27049	4	132647	132638	7220	528
31741	3	3440	114	864399	27076	4	132896	132887	7234	529
31801	4	3424	126	866148	27105	4	133147	133138	7248	530
31861	3	3448	114	867647	27130	4	133402	133393	7261	531
31921	4	3456	126	869289	27157	4	133658	133649	7275	532
31981	4	3432	126	870854	27183	4	133910	133901	7290	533
32041	2	3464	102	872557	27211	4	134164	134154	7303	534
32101	4	3440	126	874184	27238	4	134419	134409	7318	535
32161	4	3472	126	875827	27265	4	134671	134661	7332	536
32221	3	3432	114	877467	27292	4	134915	134905	7344	537
32281	3	3608	75	879185	27366	4	135164	135154	7359	538
32341	4	3592	87	880826	27442	4	135411	135401	7373	539
32401	4	3440	126	882453	27505	4	135662	135652	7387	540
32461	4	3408	126	884074	27564	4	135914	135904	7400	541
32521	4	3576	87	885690	27615	4	136168	136158	7414	542
32581	4	3672	87	887326	27690	3	136419	136409	7428	543
32641	4	3592	87	888933	27764	4	136669	136659	7441	544
32701	4	3560	87	890510	27836	4	136921	136911	7454	545
32761	4	3424	126	892102	27863	4	137170	137160	7468	546
32821	4	3592	87	893812	27927	4	137419	137409	7482	547
32881	4	3560	87	895397	28000	4	137669	137659	7495	548
32941	4	3408	126	896944	28055	4	137917	137907	7508	549
33001	4	3416	126	898636	28083	4	138169	138159	7523	550
33061	3	3568	75	900219	28151	4	138420	138410	7536	551
33121	4	3576	87	901843	28223	4	138674	138664	7549	552
33181	3	3576	75	903515	28298	4	138928	138918	7563	553
33241	3	3592	75	905175	28374	4	139173	139163	7576	554
33301	4	3608	87	906789	28448	4	139421	139410	7591	555
33361	4	3560	87	908399	28522	4	139673	139662	7605	556
33421	3	3592	75	910087	28600	4	139924	139913	7619	557
33481	4	3416	126	911672	28655	4	140175	140164	7632	558
33541	4	3432	126	913294	28682	4	140429	140418	7646	559
33601	4	3408	126	914808	28707	4	140679	140668	7658	560
33661	4	3440	126	916516	28735	4	140931	140920	7672	561
33721	4	3424	126	918263	28764	4	141189	141178	7687	562
33781	4	3592	87	919856	28806	4	141442	141431	7700	563
33841	4	3576	87	921533	28883	4	141695	141684	7715	564
33901	4	3568	87	923182	28960	4	141943	141932	7728	565
33961	4	3456	126	924785	29015	4	142195	142184	7742	566
34021	4	3424	126	926310	29040	4	142444	142433	7756	567
34081	4	3592	87	928084	29119	4	142699	142688	7771	568
34141	4	3416	126	929707	29164	4	142948	142937	7784	569
34201	4	3424	126	931392	29192	4	143202	143191	7798	570
34261	3	3616	75	933068	29222	4	143452	143441	7811	571
34321	4	3592	87	934751	29299	4	143704	143693	7826	572
34381	4	3592	87	936378	29374	4	143956	143945	7839	573
34441	4	3576	87	937992	29448	4	144207	144196	7853	574
34501	4	3592	87	939582	29519	4	144455	144444	7867	575
34561	4	3576	87	941220	29594	4	144707	144696	7881	576
34621	4	3568	87	942896	29670	4	144960	144949	7895	577
34681	4	3576	87	944589	29748	4	145211	145200	7908	578
34741	4	3592	87	946189	29821	4	145466	145455	7922	579
34801	4	3480	126	947703	29886	4	145715	145704	7935	580
34861	4	3440	126	949398	29914	4	145965	145954	7948	581
34921	4	3456	126	950985	29940	4	146215	146204	7963	582
34981	4	3440	126	952717	29969	4	146470	146459	7977	583
35041	4	3416	126	954291	29995	4	146722	146711	7990	584
35101	4	3424	126	955878	30021	4	146973	146962	8004	585
35161	4	3424	126	957574	30049	4	147228	147217	8018	586
35221	3	3600	75	959188	30087	4	147478	147467	8031	587
35281	4	3576	87	960825	30163	4	147731	147720	8045	588
35341	4	3592	87	962483	30218	4	147982	147971	8059	589
35401	3	3608	75	964077	30293	4	148231	148220	8072	590
35461	4	3600	87	965732	30369	4	148482	148471	8086	591
35521	3	3576	75	967320	30443	4	148735	148724	8099	592
35581	4	3560	87	968970	30519	4	148988	148977	8113	593
35641	4	3592	87	970629	30596	4	149237	149226	8127	594
35701	4	3560	87	972293	30672	4	149490	149479	8141	595
35761	4	3440	126	973937	30700	4	149741	149730	8155	596
35821	4	3416	126	975524	30726	4	149990	149979	8168	597
35881	4	3432	126	977222	30754	4	150242	150231	8182	598
35941	4	3416	126	978809	30780	4	150494	150483	8195	599
36001	3	3432	114	980385	30806	4	150747	150736	8209	600
36061	4	3440	126	982077	30834	4	150993	150982	8223	601
36121	4	3424	126	983644	30860	4	151247	151236	8238	602
36181	4	3592	87	985273	30929	4	151499	151488	8251	603
36241	4	3608	87	986957	31007	4	151747	151736	8265	604
36301	4	3560	87	988531	31079	4	152001	151990	8279	605
36361	4	3424	126	990190	31120	4	152255	152244	8294	606
36421	4	3464	126	991761	31146	4	152504	152493	8307	607
36481	4	3464	126	993330	31172	4	152754	152742	8320	608
36541	4	3424	126	995035	31200	4	153007	152995	8335	609
36601	4	3424	126	996597	31226	4	153256	153244	8347	610
36661	4	3424	126	998225	31253	4	153507	153495	8361	611
36721	4	3440	126	999925	31281	4	153761	153749	8375	612
36781	4	3440	126	1001607	31309	4	154014	154002	8389	613
36841	3	3464	114	1003245	31336	4	154263	154251	8402	614
36901	4	3608	87	1004929	31410	4	154515	154503	8415	615
36961	4	3576	87	1006512	31483	4	154765	154753	8428	616
37021	4	3464	126	1008051	31509	4	155015	155003	8441	617
37081	4	3552	87	1009784	31565	4	155269	155257	8456	618
37141	4	3552	87	1011395	31639	4	155517	155505	8469	619
37201	3	3584	75	1013062	31717	4	155769	155757	8483	620
37261	4	3568	87	1014719	31792	4	156021	156009	8497	621
37321	4	3576	87	1016341	31862	4	156271	156259	8511	622
37381	3	3600	75	1017967	31936	4	156520	156508	8524	623
37441	4	3408	126	1019596	31975	4	156775	156763	8538	624
37501	3	3456	114	1021220	32002	4	157021	157009	8551	625
37561	4	3456	126	1022879	32029	4	157274	157261	8565	626
37621	4	3432	126	1024503	32056	4	157525	157512	8579	627
37681	4	3448	126	1026135	32083	4	157773	157760	8593	628
37741	4	3456	126	1027719	32109	4	158023	158010	8607	629
37801	4	3440	126	1029350	32136	4	158274	158261	8620	630
37861	4	3424	126	1030990	32163	4	158525	158512	8634	631
37921	4	3440	126	1032676	32191	4	158778	158765	8649	632
37981	4	3456	126	1034303	32218	4	159033	159020	8663	633
38041	4	3432	126	1035930	32245	4	159285	159272	8676	634
38101	4	3424	126	1037615	32273	4	159538	159525	8690	635
38161	4	3408	126	1039126	32298	4	159787	159774	8701	636
38221	4	3544	87	1040812	32374	4	160038	160025	8717	637
38281	2	3592	63	1042317	32443	4	160286	160273	8728	638
38341	4	3440	126	1043917	32470	4	160536	160523	8743	639
38401	4	3448	126	1045553	32497	4	160790	160777	8757	640
38461	4	3416	126	1047176	32524	4	161043	161030	8770	641
38521	4	3464	126	1048914	32553	4	161294	161281	8784	642
38581	4	3440	126	1050558	32580	4	161543	161530	8798	643
38641	4	3464	126	1052169	32607	4	161795	161782	8811	644
38701	4	3592	87	1053809	32664	4	162047	162034	8825	645
38761	4	3464	126	1055533	32693	4	162299	162286	8839	646
38821	3	3440	114	1057099	32719	4	162548	162535	8852	647
38881	4	3416	126	1058792	32747	4	162802	162789	8868	648
38941	4	3424	126	1060370	32773	4	163049	163036	8882	649
39001	4	3432	126	1061942	32799	4	163298	163285	8894	650
39061	4	3576	87	1063619	32862	4	163550	163537	8908	651
39121	4	3576	87	1065231	32936	4	163801	163788	8922	652
39181	4	3584	87	1066811	33008	4	164049	164036	8936	653
39241	3	3448	114	1068405	33035	4	164298	164285	8950	654
39301	4	3416	126	1070172	33064	4	164552	164539	8965	655
39361	4	3432	126	1071795	33091	4	164799	164786	8978	656
39421	4	3456	126	1073531	33120	4	165049	165036	8994	657
39481	4	3456	126	1075167	33147	4	165297	165284	9008	658
39541	4	3416	126	1076866	33175	4	165547	165534	9021	659
39601	3	3448	114	1078487	33202	4	165794	165781	9034	660
39661	4	3400	126	1080074	33228	4	166043	166030	9047	661
39721	3	3432	114	1081649	33286	4	166292	166279	9060	662
39781	4	3440	126	1083281	33313	4	166547	166534	9074	663
39841	4	3440	126	1084926	33340	4	166799	166786	9087	664
39901	3	3464	114	1086539	33367	4	167049	167036	9100	665
39961	3	3440	114	1088172	33394	4	167304	167291	9114	666
40021	4	3424	126	1089788	33421	4	167554	167541	9128	667
40081	3	3432	114	1091375	33447	4	167806	167793	9140	668
40141	4	3424	126	1093010	33474	4	168054	168041	9155	669
40201	3	3432	114	1094637	33501	4	168303	168290	9168	670
40261	4	3568	87	1096311	33561	4	168556	168543	9182	671
40321	4	3568	87	1097972	33636	4	168805	168792	9197	672
40381	4	3616	87	1099552	33709	4	169054	169041	9209	673
40441	3	3416	114	1101129	33768	4	169308	169295	9222	674
40501	4	3424	126	1102696	33794	4	169560	169547	9235	675
40561	4	3424	126	1104328	33821	4	169808	169795	9249	676
40621	4	3416	126	1105907	33847	4	170062	170049	9262	677
40681	4	3416	126	1107660	33876	4	170317	170304	9277	678
40741	4	3448	126	1109353	33904	4	170571	170558	9290	679
40801	4	3416	126	1110970	33931	4	170821	170808	9303	680
40861	3	3480	114	1112591	33958	4	171071	171058	9316	681
40921	4	3448	126	1114220	33985	4	171324	171311	9331	682
40981	3	3600	75	1115832	34050	4	171573	171560	9344	683
41041	4	3584	87	1117471	34125	4	171823	171810	9358	684
41101	3	3600	75	1119139	34202	4	172075	172062	9371	685
41161	3	3600	75	1120772	34277	4	172329	172316	9384	686
41221	4	3456	126	1122425	34339	4	172580	172567	9398	687
41281	4	3440	126	1124040	34366	4	172837	172824	9411	688
41341	3	3456	114	1125635	34392	4	173088	173075	9425	689
41401	3	3464	114	1127214	34418	4	173333	173320	9437	690
41461	4	3440	126	1128897	34446	4	173583	173570	9452	691
41521	4	3424	126	1130480	34472	4	173832	173819	9465	692
41581	4	3448	126	1132120	34499	4	174084	174071	9479	693
41641	4	3608	87	1133834	34530	4	174336	174323	9493	694
41701	4	3592	87	1135446	34604	4	174583	174570	9507	695
41761	4	3624	87	1137091	34656	4	174835	174822	9521	696
41821	4	3592	87	1138714	34730	4	175089	175076	9535	697
41881	4	3600	87	1140241	34799	4	175340	175327	9548	698
41941	3	3440	114	1141880	34827	4	175585	175572	9562	699
42001	3	3632	75	1143543	34882	4	175833	175820	9575	700
42061	4	3576	87	1145191	34918	4	176088	176075	9590	701
42121	4	3560	87	1146847	34994	4	176341	176328	9604	702
42181	4	3632	87	1148504	35065	4	176591	176579	9619	703
42241	4	3592	87	1150095	35137	4	176843	176831	9632	704
42301	4	3592	87	1151781	35214	4	177098	177086	9646	705
42361	4	3608	87	1153360	35286	4	177347	177335	9659	706
42421	4	3592	87	1154938	35360	4	177597	177585	9671	707
42481	4	3616	87	1156579	35434	4	177851	177839	9684	708
42541	3	3608	75	1158269	35510	4	178102	178090	9697	709
42601	4	3632	87	1159874	35583	4	178355	178343	9711	710
42661	4	3456	126	1161503	35611	4	178607	178595	9726	711
42721	3	3432	114	1163072	35637	4	178856	178844	9737	712
42781	3	3432	114	1164816	35666	4	179109	179097	9751	713
42841	4	3424	126	1166387	35692	4	179358	179346	9766	714
42901	3	3440	114	1168086	35720	4	179612	179600	9780	715
42961	4	3408	126	1169762	35748	4	179865	179853	9795	716
43021	4	3400	126	1171329	35774	4	180116	180104	9808	717
43081	3	3464	114	1172965	35801	4	180368	180356	9822	718
43141	4	3440	126	1174667	35829	4	180623	180611	9836	719
43201	4	3456	126	1176351	35857	4	180874	180862	9850	720
